TITULO,OFERTA,VALORES,VALORES_PROMO,LOCATION,CITY,STATE,METRAGEM,QUARTO,GARAGEM,BANHEIRO,TAG,KEY,FIRST_DAY
Apartamento,COMPRA,192000,192000,Morro Santana,Porto Alegre,RS,43,2,1,1,,407533,31-07-2023
Apartamento,COMPRA,210000,210000,Santo Antônio,Porto Alegre,RS,60,3,0,1,,407536,31-07-2023
Apartamento,COMPRA,570000,570000,Medianeira,Porto Alegre,RS,105,3,1,4,,407540,31-07-2023
Apartamento,COMPRA,265000,265000,Medianeira,Porto Alegre,RS,98,3,1,2,,407541,31-07-2023
Apartamento,COMPRA,118000,118000,Campo Novo,Porto Alegre,RS,39,2,1,1,,407542,31-07-2023
Casa em Condomínio,COMPRA,1150000,1150000,Ipanema,Porto Alegre,RS,196,3,2,5,,407543,31-07-2023
Apartamento,COMPRA,750000,750000,Passo D'areia,Porto Alegre,RS,70,3,1,3,,407544,31-07-2023
Apartamento,COMPRA,530000,530000,Santo Antônio,Porto Alegre,RS,67,3,1,3,,407546,31-07-2023
Apartamento,COMPRA,245000,245000,Medianeira,Porto Alegre,RS,53,2,1,1,,407547,31-07-2023
Apartamento,COMPRA,350000,350000,Santo Antônio,Porto Alegre,RS,67,2,1,3,,407548,31-07-2023
Apartamento,COMPRA,279000,279000,Humaitá,Porto Alegre,RS,51,2,1,1,,407552,31-07-2023
Casa,COMPRA,850000,850000,Jardim Itu-Sabará,Porto Alegre,RS,430,4,3,4,,407553,31-07-2023
Casa,COMPRA,1400000,1400000,Floresta,Porto Alegre,RS,226,3,2,6,,407556,31-07-2023
Apartamento,COMPRA,345000,345000,Santo Antônio,Porto Alegre,RS,65,3,1,3,,407557,31-07-2023
Casa,COMPRA,850000,850000,Ipanema,Porto Alegre,RS,255,6,3,6,,407560,31-07-2023
Casa,COMPRA,4000000,4000000,Cascata,Porto Alegre,RS,1278,4,8,8,,407561,31-07-2023
Apartamento,COMPRA,180000,180000,Partenon,Porto Alegre,RS,39,2,1,1,,407564,31-07-2023
Casa,COMPRA,999000,999000,Passo D'areia,Porto Alegre,RS,170,3,2,3,,407566,31-07-2023
Apartamento,COMPRA,750000,750000,Jardim Itu-Sabará,Porto Alegre,RS,192,2,1,4,,407567,31-07-2023
Casa em Condomínio,COMPRA,498000,498000,Ipanema,Porto Alegre,RS,160,3,2,6,,407569,31-07-2023
Apartamento,COMPRA,834000,834000,Sarandi,Porto Alegre,RS,93,3,2,4,,407570,31-07-2023
Apartamento,COMPRA,210000,210000,Vila Ipiranga,Porto Alegre,RS,50,1,0,1,,407573,31-07-2023
Apartamento,COMPRA,230000,230000,Cristo Redentor,Porto Alegre,RS,54,2,1,1,,407575,31-07-2023
Apartamento,COMPRA,260000,260000,Passo das Pedras,Porto Alegre,RS,75,3,1,1,,407576,31-07-2023
Apartamento,COMPRA,135000,135000,Restinga,Porto Alegre,RS,43,2,1,1,,407583,31-07-2023
Apartamento,COMPRA,380000,380000,Camaquã,Porto Alegre,RS,68,3,2,3,,407584,31-07-2023
Casa,COMPRA,780000,780000,Ipanema,Porto Alegre,RS,230,4,2,3,,407588,31-07-2023
Apartamento,COMPRA,389000,389000,Independência,Porto Alegre,RS,40,1,0,1,,407590,31-07-2023
Apartamento,COMPRA,625000,625000,Tristeza,Porto Alegre,RS,65,2,2,3,,407591,31-07-2023
Apartamento,COMPRA,190000,190000,Ipanema,Porto Alegre,RS,57,2,1,2,,407592,31-07-2023
Casa,COMPRA,1375000,1375000,Camaquã,Porto Alegre,RS,138,4,4,4,,405356,31-07-2023
Casa,COMPRA,850000,850000,Passo D'areia,Porto Alegre,RS,170,3,4,4,,405357,31-07-2023
Apartamento,COMPRA,185000,185000,Passo das Pedras,Porto Alegre,RS,44,2,1,1,,405359,31-07-2023
Apartamento,COMPRA,205000,205000,Jardim Lindóia,Porto Alegre,RS,62,2,1,1,,405360,31-07-2023
Apartamento,COMPRA,426000,426000,Jardim Carvalho,Porto Alegre,RS,69,2,2,1,,405362,31-07-2023
Apartamento,COMPRA,130000,130000,Vila Nova,Porto Alegre,RS,38,2,1,1,,405365,31-07-2023
Casa,COMPRA,260000,260000,Morro Santana,Porto Alegre,RS,140,3,2,1,,405368,31-07-2023
Apartamento,COMPRA,950000,950000,Cristal,Porto Alegre,RS,130,3,3,4,,405371,31-07-2023
Casa,COMPRA,590000,590000,Jardim Carvalho,Porto Alegre,RS,340,5,2,5,,405373,31-07-2023
Apartamento,COMPRA,180000,180000,Jardim Itu-Sabará,Porto Alegre,RS,59,2,1,1,,405375,31-07-2023
Casa,COMPRA,1600000,1600000,Teresópolis,Porto Alegre,RS,227,5,3,8,,405376,31-07-2023
Apartamento,COMPRA,144000,144000,Sarandi,Porto Alegre,RS,47,2,1,1,,405378,31-07-2023
Apartamento,COMPRA,230000,230000,Cristo Redentor,Porto Alegre,RS,73,2,0,1,,405379,31-07-2023
Apartamento,COMPRA,585000,585000,Tristeza,Porto Alegre,RS,40,1,1,1,,405380,31-07-2023
Apartamento,COMPRA,480000,480000,Partenon,Porto Alegre,RS,72,2,1,3,,405381,31-07-2023
Apartamento,COMPRA,280000,280000,Teresópolis,Porto Alegre,RS,68,2,1,1,,405382,31-07-2023
Apartamento,COMPRA,274000,274000,Partenon,Porto Alegre,RS,40,1,0,1,,405384,31-07-2023
Apartamento,COMPRA,155000,155000,Azenha,Porto Alegre,RS,26,1,0,1,,405385,31-07-2023
Apartamento,COMPRA,390000,390000,Santo Antônio,Porto Alegre,RS,67,3,1,2,,405386,31-07-2023
Apartamento,COMPRA,595000,595000,Ipanema,Porto Alegre,RS,130,4,2,4,,405389,31-07-2023
Apartamento,COMPRA,159000,159000,Passo das Pedras,Porto Alegre,RS,62,2,0,1,,405390,31-07-2023
Apartamento,COMPRA,300000,300000,Ipanema,Porto Alegre,RS,83,3,0,3,,405391,31-07-2023
Casa,COMPRA,400000,400000,Nonoai,Porto Alegre,RS,100,3,2,2,,405392,31-07-2023
Casa em Condomínio,COMPRA,435000,435000,Humaitá,Porto Alegre,RS,85,4,1,2,,405393,31-07-2023
Apartamento,COMPRA,720000,720000,Tristeza,Porto Alegre,RS,95,3,2,3,,405394,31-07-2023
Casa,COMPRA,1390000,1390000,Passo das Pedras,Porto Alegre,RS,300,3,4,8,,405395,31-07-2023
Apartamento,COMPRA,430000,430000,São Sebastião,Porto Alegre,RS,121,3,2,1,,405396,31-07-2023
Apartamento,COMPRA,730000,730000,Tristeza,Porto Alegre,RS,100,3,2,2,,405397,31-07-2023
Casa,COMPRA,780000,780000,Jardim Itu-Sabará,Porto Alegre,RS,182,3,2,4,,405398,31-07-2023
Apartamento,COMPRA,447000,447000,Camaquã,Porto Alegre,RS,76,3,2,3,,405399,31-07-2023
Apartamento,COMPRA,270000,270000,Vila Assunção,Porto Alegre,RS,82,2,0,2,,405402,31-07-2023
Apartamento,COMPRA,170000,170000,Partenon,Porto Alegre,RS,47,1,1,1,,405404,31-07-2023
Apartamento,COMPRA,170000,170000,Passo das Pedras,Porto Alegre,RS,56,2,0,1,,405406,31-07-2023
Apartamento,COMPRA,250000,250000,Sarandi,Porto Alegre,RS,70,2,1,1,,405408,31-07-2023
Casa em Condomínio,COMPRA,850000,850000,Hipica,Porto Alegre,RS,172,3,2,7,,405413,31-07-2023
Casa,COMPRA,350000,350000,Rubem Berta,Porto Alegre,RS,300,3,5,2,,405415,31-07-2023
Apartamento,COMPRA,389000,389000,Tristeza,Porto Alegre,RS,77,2,2,2,,405417,31-07-2023
Casa,COMPRA,698000,698000,Vila Nova,Porto Alegre,RS,206,4,4,7,,405421,31-07-2023
Apartamento,COMPRA,249000,249000,Cavalhada,Porto Alegre,RS,60,2,1,1,,405423,31-07-2023
Casa,COMPRA,400000,400000,Vila Nova,Porto Alegre,RS,95,2,1,1,,405424,31-07-2023
Apartamento,COMPRA,305000,305000,Passo das Pedras,Porto Alegre,RS,51,2,1,3,,405426,31-07-2023
Apartamento,COMPRA,360000,360000,Santo Antônio,Porto Alegre,RS,65,3,1,3,,405428,31-07-2023
Apartamento,COMPRA,402800,402800,Jardim Itu Sabará,Porto Alegre,RS,94,3,1,2,,405429,31-07-2023
Apartamento,COMPRA,870000,870000,Cristo Redentor,Porto Alegre,RS,183,3,2,3,,405890,31-07-2023
Apartamento,COMPRA,240000,240000,Nonoai,Porto Alegre,RS,58,2,1,1,,405891,31-07-2023
Apartamento,COMPRA,315000,315000,Vila Nova,Porto Alegre,RS,58,2,1,3,,405892,31-07-2023
Casa,COMPRA,800000,800000,Vila Nova,Porto Alegre,RS,150,3,6,4,,405894,31-07-2023
Apartamento,COMPRA,400000,400000,Jardim Carvalho,Porto Alegre,RS,65,2,1,3,,405895,31-07-2023
Apartamento,COMPRA,230000,230000,Partenon,Porto Alegre,RS,44,1,0,1,,405896,31-07-2023
Apartamento,COMPRA,560000,560000,Floresta,Porto Alegre,RS,68,2,1,1,,405897,31-07-2023
Casa,COMPRA,800000,800000,São João,Porto Alegre,RS,121,3,4,4,,405898,31-07-2023
Casa,COMPRA,1590000,1590000,Restinga,Porto Alegre,RS,321,6,3,10,,405901,31-07-2023
Apartamento,COMPRA,138500,138500,Jardim Itu-Sabará,Porto Alegre,RS,40,1,1,1,,405902,31-07-2023
Apartamento,COMPRA,360000,360000,Cidade Baixa,Porto Alegre,RS,35,1,0,2,,405903,31-07-2023
Apartamento,COMPRA,228000,228000,Vila Nova,Porto Alegre,RS,71,2,1,1,,405908,31-07-2023
Apartamento,COMPRA,500000,500000,Sarandi,Porto Alegre,RS,84,3,1,4,,405911,31-07-2023
Casa,COMPRA,389000,389000,Sarandi,Porto Alegre,RS,129,4,2,1,,405912,31-07-2023
Apartamento,COMPRA,395000,395000,Jardim Carvalho,Porto Alegre,RS,55,2,1,1,,405913,31-07-2023
Apartamento,COMPRA,150000,150000,Partenon,Porto Alegre,RS,39,2,1,1,,405914,31-07-2023
Apartamento,COMPRA,642000,642000,Cristo Redentor,Porto Alegre,RS,104,3,2,3,,405917,31-07-2023
Casa,COMPRA,900000,900000,Santa Maria Goretti,Porto Alegre,RS,280,3,2,4,,405918,31-07-2023
Apartamento,COMPRA,145000,145000,Partenon,Porto Alegre,RS,44,1,0,1,,405922,31-07-2023
Apartamento,COMPRA,395000,395000,Jardim Botânico,Porto Alegre,RS,47,1,1,1,,405925,31-07-2023
Apartamento,COMPRA,1090000,1090000,Jardim São Pedro,Porto Alegre,RS,188,4,4,5,,405928,31-07-2023
Apartamento,COMPRA,230000,230000,Cristal,Porto Alegre,RS,64,2,2,1,,405929,31-07-2023
Casa,COMPRA,1100000,1100000,Partenon,Porto Alegre,RS,243,4,2,5,,405930,31-07-2023
Apartamento,COMPRA,130000,130000,Vila Nova,Porto Alegre,RS,40,1,0,1,,405932,31-07-2023
Apartamento,COMPRA,800000,800000,Vila Jardim,Porto Alegre,RS,131,3,2,4,,405933,31-07-2023
Apartamento,COMPRA,880000,880000,Floresta,Porto Alegre,RS,116,3,1,2,,405934,31-07-2023
Casa,COMPRA,800000,800000,Espírito Santo,Porto Alegre,RS,120,4,4,3,,405936,31-07-2023
Apartamento,COMPRA,165000,165000,Rubem Berta,Porto Alegre,RS,40,2,1,1,,405937,31-07-2023
Apartamento,COMPRA,265000,265000,Vila Ipiranga,Porto Alegre,RS,43,1,0,1,,405938,31-07-2023
Casa em Condomínio,COMPRA,658000,658000,Hipica,Porto Alegre,RS,250,3,2,4,,405939,31-07-2023
Casa,COMPRA,1400000,1400000,Vila Assunção,Porto Alegre,RS,470,3,4,6,,405942,31-07-2023
Apartamento,COMPRA,390000,390000,Jardim Carvalho,Porto Alegre,RS,76,3,1,3,,405945,31-07-2023
Apartamento,COMPRA,405000,405000,Agronomia,Porto Alegre,RS,72,3,1,3,,405949,31-07-2023
Apartamento,COMPRA,117000,117000,Santa Rosa de Lima,Porto Alegre,RS,40,2,1,1,,405951,31-07-2023
Apartamento,COMPRA,445000,445000,Nonoai,Porto Alegre,RS,60,2,1,3,,405952,31-07-2023
Casa,COMPRA,650000,650000,Espírito Santo,Porto Alegre,RS,199,3,3,3,,405953,31-07-2023
Casa,COMPRA,957000,957000,Jardim Itu-Sabará,Porto Alegre,RS,262,3,2,4,,405954,31-07-2023
Apartamento,COMPRA,298000,298000,Floresta,Porto Alegre,RS,51,2,0,1,,405955,31-07-2023
Casa,COMPRA,715000,715000,Rubem Berta,Porto Alegre,RS,254,4,3,6,,405956,31-07-2023
Apartamento,COMPRA,369000,369000,Nonoai,Porto Alegre,RS,49,1,1,1,,405957,31-07-2023
Casa,COMPRA,980000,980000,Espírito Santo,Porto Alegre,RS,204,3,4,5,,405960,31-07-2023
Apartamento,COMPRA,128000,128000,Campo Novo,Porto Alegre,RS,38,2,1,1,,405961,31-07-2023
Apartamento,COMPRA,220000,220000,Camaquã,Porto Alegre,RS,70,3,0,1,,405964,31-07-2023
Apartamento,COMPRA,449000,449000,Cristo Redentor,Porto Alegre,RS,74,3,2,3,,405966,31-07-2023
Casa,COMPRA,495000,495000,Jardim Itu-Sabará,Porto Alegre,RS,180,5,5,8,,405967,31-07-2023
Apartamento,COMPRA,130000,130000,Cristo Redentor,Porto Alegre,RS,27,1,0,1,,405970,31-07-2023
Apartamento,COMPRA,395000,395000,São Sebastião,Porto Alegre,RS,77,2,2,2,,405972,31-07-2023
Apartamento,COMPRA,212000,212000,Cavalhada,Porto Alegre,RS,55,2,1,1,,405974,31-07-2023
Apartamento,COMPRA,225000,225000,Centro Histórico,Porto Alegre,RS,27,1,0,1,,405975,31-07-2023
Apartamento,COMPRA,115000,115000,Camaquã,Porto Alegre,RS,36,1,1,1,,405976,31-07-2023
Casa,COMPRA,450000,450000,Jardim Floresta,Porto Alegre,RS,263,4,2,3,,405978,31-07-2023
Casa,COMPRA,1920000,1920000,Vila Ipiranga,Porto Alegre,RS,385,3,4,5,,405979,31-07-2023
Apartamento,COMPRA,170000,170000,Morro Santana,Porto Alegre,RS,52,2,1,1,,405981,31-07-2023
Apartamento,COMPRA,380000,380000,Santo Antônio,Porto Alegre,RS,67,2,1,2,,405984,31-07-2023
Apartamento,COMPRA,160000,160000,Tristeza,Porto Alegre,RS,50,1,0,1,,405985,31-07-2023
Apartamento,COMPRA,165000,165000,Santo Antônio,Porto Alegre,RS,64,1,0,1,,405986,31-07-2023
Apartamento,COMPRA,245000,245000,São Sebastião,Porto Alegre,RS,69,2,1,2,,405987,31-07-2023
Apartamento,COMPRA,348000,348000,Santa Tereza,Porto Alegre,RS,68,2,0,1,,405988,31-07-2023
Casa,COMPRA,920000,920000,Vila Jardim,Porto Alegre,RS,322,4,5,1,,405990,31-07-2023
Apartamento,COMPRA,130000,130000,Santo Antônio,Porto Alegre,RS,37,1,0,1,,405992,31-07-2023
Apartamento,COMPRA,550000,550000,Jardim Carvalho,Porto Alegre,RS,75,3,1,3,,405993,31-07-2023
Apartamento,COMPRA,850000,850000,Passo D'areia,Porto Alegre,RS,123,3,1,4,,405996,31-07-2023
Apartamento,COMPRA,350000,350000,Glória,Porto Alegre,RS,52,2,1,3,,405999,31-07-2023
Casa,COMPRA,499000,499000,Ipanema,Porto Alegre,RS,137,3,4,4,,406001,31-07-2023
Apartamento,COMPRA,450000,450000,Glória,Porto Alegre,RS,62,2,1,3,,406002,31-07-2023
Casa,COMPRA,850000,850000,Vila Ipiranga,Porto Alegre,RS,450,3,2,4,,406003,31-07-2023
Casa,COMPRA,1500000,1500000,Sarandi,Porto Alegre,RS,523,3,5,4,,406007,31-07-2023
Casa,COMPRA,610000,610000,Belém Velho,Porto Alegre,RS,142,3,14,3,,406008,31-07-2023
Apartamento,COMPRA,205000,205000,Sarandi,Porto Alegre,RS,48,2,1,1,,406011,31-07-2023
Apartamento,COMPRA,400000,400000,Cristo Redentor,Porto Alegre,RS,90,2,1,2,,406014,31-07-2023
Apartamento,COMPRA,135000,135000,Morro Santana,Porto Alegre,RS,39,1,0,1,,406016,31-07-2023
Apartamento,COMPRA,391000,391000,Agronomia,Porto Alegre,RS,56,2,1,2,,406017,31-07-2023
Apartamento,COMPRA,180000,180000,Tristeza,Porto Alegre,RS,39,1,0,1,,406018,31-07-2023
Casa,COMPRA,900000,900000,Vila Ipiranga,Porto Alegre,RS,100,3,2,1,,406019,31-07-2023
Casa,COMPRA,550000,550000,Teresópolis,Porto Alegre,RS,195,5,2,6,,406020,31-07-2023
Apartamento,COMPRA,275000,275000,Sarandi,Porto Alegre,RS,58,1,1,2,,406022,31-07-2023
Casa em Condomínio,COMPRA,1300000,1300000,Vila Assunção,Porto Alegre,RS,233,3,3,6,,406024,31-07-2023
Apartamento,COMPRA,235000,235000,Centro Histórico,Porto Alegre,RS,51,1,0,1,,406026,31-07-2023
Apartamento,COMPRA,320000,320000,Tristeza,Porto Alegre,RS,60,2,0,2,,406027,31-07-2023
Casa em Condomínio,COMPRA,550000,550000,Mário Quintana,Porto Alegre,RS,144,3,2,3,,406028,31-07-2023
Apartamento,COMPRA,315000,315000,Sarandi,Porto Alegre,RS,62,3,1,3,,406034,31-07-2023
Apartamento,COMPRA,395000,395000,Azenha,Porto Alegre,RS,53,2,1,3,,406035,31-07-2023
Apartamento,COMPRA,235000,235000,Sarandi,Porto Alegre,RS,53,3,1,1,,406036,31-07-2023
Casa,COMPRA,1100000,1100000,Ipanema,Porto Alegre,RS,333,3,2,8,,406037,31-07-2023
Casa em Condomínio,COMPRA,980000,980000,Ipanema,Porto Alegre,RS,241,3,2,5,,406039,31-07-2023
Apartamento,COMPRA,186500,186500,Lomba do Pinheiro,Porto Alegre,RS,47,2,1,1,,406040,31-07-2023
Apartamento,COMPRA,550000,550000,Passo D'areia,Porto Alegre,RS,86,3,1,3,,406041,31-07-2023
Casa,COMPRA,250000,250000,Restinga,Porto Alegre,RS,250,4,2,2,,406042,31-07-2023
Casa,COMPRA,160000,160000,Farrapos,Porto Alegre,RS,99,3,2,2,,406044,31-07-2023
Apartamento,COMPRA,258000,258000,Cristo Redentor,Porto Alegre,RS,61,2,0,1,,406048,31-07-2023
Apartamento,COMPRA,295000,295000,Santa Tereza,Porto Alegre,RS,76,2,1,1,,405799,31-07-2023
Apartamento,COMPRA,85200,85200,Rubem Berta,Porto Alegre,RS,38,2,0,1,,405800,31-07-2023
Casa,COMPRA,477000,477000,Espírito Santo,Porto Alegre,RS,132,3,1,4,,405801,31-07-2023
Casa,COMPRA,1200000,1200000,Vila Joao Pessoa,Porto Alegre,RS,287,4,4,3,,405802,31-07-2023
Apartamento,COMPRA,165000,165000,Cavalhada,Porto Alegre,RS,51,2,1,1,,405803,31-07-2023
Apartamento,COMPRA,320000,320000,Cristo Redentor,Porto Alegre,RS,87,2,2,1,,405805,31-07-2023
Apartamento,COMPRA,378000,378000,Agronomia,Porto Alegre,RS,56,2,1,3,,405807,31-07-2023
Apartamento,COMPRA,1800000,1800000,Floresta,Porto Alegre,RS,262,3,2,4,,405808,31-07-2023
Apartamento,COMPRA,149000,149000,Passo das Pedras,Porto Alegre,RS,38,2,1,1,,405811,31-07-2023
Apartamento,COMPRA,185000,185000,Morro Santana,Porto Alegre,RS,53,2,1,1,,405812,31-07-2023
Apartamento,COMPRA,600000,600000,Passo D'areia,Porto Alegre,RS,72,2,1,3,,405814,31-07-2023
Apartamento,COMPRA,420000,420000,Tristeza,Porto Alegre,RS,60,2,1,3,,405815,31-07-2023
Apartamento,COMPRA,200000,200000,Camaquã,Porto Alegre,RS,48,2,0,1,,405818,31-07-2023
Apartamento,COMPRA,760000,760000,Praia de Belas,Porto Alegre,RS,90,3,0,4,,405821,31-07-2023
Apartamento,COMPRA,147000,147000,Humaitá,Porto Alegre,RS,58,2,0,1,,405827,31-07-2023
Casa,COMPRA,415000,415000,Cascata,Porto Alegre,RS,150,4,0,2,,405836,31-07-2023
Casa em Condomínio,COMPRA,639000,639000,Hipica,Porto Alegre,RS,100,3,2,4,,405837,31-07-2023
Casa,COMPRA,511000,511000,Sarandi,Porto Alegre,RS,150,5,3,3,,405840,31-07-2023
Casa,COMPRA,750000,750000,Cristo Redentor,Porto Alegre,RS,242,5,3,3,,405841,31-07-2023
Casa em Condomínio,COMPRA,525000,525000,Glória,Porto Alegre,RS,92,3,2,2,,405843,31-07-2023
Casa,COMPRA,851064,851064,Ipanema,Porto Alegre,RS,242,4,4,4,,405844,31-07-2023
Apartamento,COMPRA,200000,200000,Cavalhada,Porto Alegre,RS,46,2,1,1,,405845,31-07-2023
Apartamento,COMPRA,400000,400000,Floresta,Porto Alegre,RS,70,2,0,1,,405846,31-07-2023
Casa,COMPRA,1100000,1100000,Cel. Aparicio Borges,Porto Alegre,RS,470,4,4,7,,405848,31-07-2023
Apartamento,COMPRA,230000,230000,Santo Antônio,Porto Alegre,RS,37,1,1,1,,405852,31-07-2023
Casa em Condomínio,COMPRA,180000,180000,Vila Nova,Porto Alegre,RS,56,2,1,1,,405853,31-07-2023
Apartamento,COMPRA,230000,230000,Camaquã,Porto Alegre,RS,57,2,1,1,,405856,31-07-2023
Casa,COMPRA,299000,299000,Hipica,Porto Alegre,RS,150,3,1,4,,405859,31-07-2023
Apartamento,COMPRA,1250000,1250000,Petrópolis,Porto Alegre,RS,219,4,0,5,,405862,31-07-2023
Apartamento,COMPRA,200000,200000,São João,Porto Alegre,RS,63,2,0,1,,405863,31-07-2023
Apartamento,COMPRA,249000,249000,Tristeza,Porto Alegre,RS,59,2,1,1,,405864,31-07-2023
Apartamento,COMPRA,179000,179000,Menino Deus,Porto Alegre,RS,37,1,1,1,,405866,31-07-2023
Apartamento,COMPRA,269000,269000,Praia de Belas,Porto Alegre,RS,70,2,0,1,,405867,31-07-2023
Casa,COMPRA,1400000,1400000,Ipanema,Porto Alegre,RS,280,4,2,4,,405868,31-07-2023
Apartamento,COMPRA,375000,375000,Partenon,Porto Alegre,RS,67,2,2,1,,405869,31-07-2023
Apartamento,COMPRA,170000,170000,Vila Ipiranga,Porto Alegre,RS,40,1,0,1,,405871,31-07-2023
Casa,COMPRA,640000,640000,Ipanema,Porto Alegre,RS,148,3,3,4,,405873,31-07-2023
Apartamento,COMPRA,340000,340000,Camaquã,Porto Alegre,RS,83,3,1,3,,405875,31-07-2023
Apartamento,COMPRA,398000,398000,Cristo Redentor,Porto Alegre,RS,70,2,1,1,,405883,31-07-2023
Casa,COMPRA,825000,825000,Partenon,Porto Alegre,RS,130,3,4,4,,405884,31-07-2023
Apartamento,COMPRA,140000,140000,Camaquã,Porto Alegre,RS,45,1,1,1,,405885,31-07-2023
Casa em Condomínio,COMPRA,1450000,1450000,Tristeza,Porto Alegre,RS,352,3,2,8,,405886,31-07-2023
Casa,COMPRA,580000,580000,Ipanema,Porto Alegre,RS,300,3,5,5,,405887,31-07-2023
Apartamento,COMPRA,248000,248000,Cristal,Porto Alegre,RS,62,2,0,2,,405888,31-07-2023
Apartamento,COMPRA,260000,260000,Vila Jardim,Porto Alegre,RS,55,1,1,1,,405432,31-07-2023
Apartamento,COMPRA,250000,250000,Sarandi,Porto Alegre,RS,60,2,1,1,,405436,31-07-2023
Apartamento,COMPRA,300000,300000,Sarandi,Porto Alegre,RS,64,2,1,1,,405437,31-07-2023
Apartamento,COMPRA,300000,300000,Cristal,Porto Alegre,RS,64,2,1,2,,405438,31-07-2023
Apartamento,COMPRA,173000,173000,Sarandi,Porto Alegre,RS,48,1,0,1,,405440,31-07-2023
Casa,COMPRA,900000,900000,Jardim Itu-Sabará,Porto Alegre,RS,300,4,4,4,,405441,31-07-2023
Apartamento,COMPRA,395000,395000,Agronomia,Porto Alegre,RS,56,2,1,2,,405442,31-07-2023
Apartamento,COMPRA,440000,440000,Bom Jesus,Porto Alegre,RS,64,2,2,3,,405443,31-07-2023
Apartamento,COMPRA,119000,119000,Vila Nova,Porto Alegre,RS,36,1,1,1,,405445,31-07-2023
Casa em Condomínio,COMPRA,269000,269000,Hipica,Porto Alegre,RS,81,2,1,2,,405446,31-07-2023
Apartamento,COMPRA,580000,580000,Jardim Itu-Sabará,Porto Alegre,RS,82,2,2,3,,405447,31-07-2023
Apartamento,COMPRA,350000,350000,Tristeza,Porto Alegre,RS,80,3,1,1,,405449,31-07-2023
Apartamento,COMPRA,199000,199000,Sarandi,Porto Alegre,RS,47,2,1,1,,405450,31-07-2023
Apartamento,COMPRA,980000,980000,Vila Jardim,Porto Alegre,RS,200,3,2,5,,405451,31-07-2023
Apartamento,COMPRA,320000,320000,Vila Nova,Porto Alegre,RS,51,2,1,1,,405454,31-07-2023
Apartamento,COMPRA,330000,330000,Praia de Belas,Porto Alegre,RS,74,2,0,2,,405456,31-07-2023
Casa,COMPRA,1290000,1290000,Santa Cecília,Porto Alegre,RS,271,3,3,2,,405457,31-07-2023
Casa,COMPRA,1598000,1598000,Jardim Itu-Sabará,Porto Alegre,RS,378,3,2,5,,405458,31-07-2023
Apartamento,COMPRA,410000,410000,Floresta,Porto Alegre,RS,100,3,0,2,,405461,31-07-2023
Casa,COMPRA,1850000,1850000,Vila Jardim,Porto Alegre,RS,528,4,8,5,,405462,31-07-2023
Apartamento,COMPRA,1780000,1780000,Ipanema,Porto Alegre,RS,163,3,3,7,,405465,31-07-2023
Casa,COMPRA,760000,760000,Cristo Redentor,Porto Alegre,RS,156,3,3,4,,405469,31-07-2023
Apartamento,COMPRA,798000,798000,Passo D'areia,Porto Alegre,RS,74,2,2,3,,405471,31-07-2023
Casa,COMPRA,350000,350000,Hipica,Porto Alegre,RS,106,2,1,5,,405473,31-07-2023
Apartamento,COMPRA,200000,200000,São Sebastião,Porto Alegre,RS,54,2,2,1,,405475,31-07-2023
Apartamento,COMPRA,165000,165000,Vila Nova,Porto Alegre,RS,47,2,1,1,,405476,31-07-2023
Apartamento,COMPRA,1000000,1000000,Passo D'areia,Porto Alegre,RS,113,3,2,3,,405477,31-07-2023
Casa,COMPRA,950000,950000,Bom Jesus,Porto Alegre,RS,320,5,2,5,,405480,31-07-2023
Apartamento,COMPRA,280000,280000,Cristo Redentor,Porto Alegre,RS,60,2,1,1,,405482,31-07-2023
Apartamento,COMPRA,300000,300000,Passo D'areia,Porto Alegre,RS,66,2,0,2,,405484,31-07-2023
Casa,COMPRA,460000,460000,Cavalhada,Porto Alegre,RS,126,2,4,2,,405486,31-07-2023
Casa,COMPRA,480000,480000,Hipica,Porto Alegre,RS,169,3,3,8,,405488,31-07-2023
Apartamento,COMPRA,260000,260000,Vila Nova,Porto Alegre,RS,51,2,1,1,,405490,31-07-2023
Casa,COMPRA,1400000,1400000,Vila Nova,Porto Alegre,RS,276,3,2,5,,405491,31-07-2023
Casa em Condomínio,COMPRA,900000,900000,Mário Quintana,Porto Alegre,RS,200,3,2,5,,405494,31-07-2023
Apartamento,COMPRA,148500,148500,Centro Histórico,Porto Alegre,RS,30,1,0,1,,405495,31-07-2023
Apartamento,COMPRA,740000,740000,Tristeza,Porto Alegre,RS,101,3,2,3,,405496,31-07-2023
Apartamento,COMPRA,690000,690000,Vila Jardim,Porto Alegre,RS,61,2,1,3,,405497,31-07-2023
Cobertura,COMPRA,2200000,2200000,Cidade Baixa,Porto Alegre,RS,188,3,2,4,,405499,31-07-2023
Apartamento,COMPRA,220000,220000,Camaquã,Porto Alegre,RS,57,2,0,1,,405500,31-07-2023
Apartamento,COMPRA,180000,180000,Floresta,Porto Alegre,RS,58,2,0,1,,405501,31-07-2023
Casa,COMPRA,800000,800000,Vila Jardim,Porto Alegre,RS,99,3,4,3,,405502,31-07-2023
Apartamento,COMPRA,440000,440000,Jardim Carvalho,Porto Alegre,RS,72,3,2,3,,405503,31-07-2023
Apartamento,COMPRA,415000,415000,Jardim Itu-Sabará,Porto Alegre,RS,73,3,2,3,,405504,31-07-2023
