TITULO,OFERTA,VALORES,VALORES_PROMO,LOCATION,CITY,STATE,METRAGEM,QUARTO,GARAGEM,BANHEIRO,TAG,KEY,FIRST_DAY
Apartamento,ALUGAR,1390,1251,Centro Histórico,Porto Alegre,RS,69,2,0,1,E|x|c|l|u|s|i|v|o,233858,31-07-2023
Apartamento,ALUGAR,1290,1161,Teresópolis,Porto Alegre,RS,55,2,1,2,E|x|c|l|u|s|i|v|o,323344,31-07-2023
Apartamento,ALUGAR,2687,2200,Cristo Redentor,Porto Alegre,RS,78,3,2,2,,432145,31-07-2023
Apartamento,ALUGAR,3030,2600,Partenon,Porto Alegre,RS,60,2,1,2,,432189,31-07-2023
Apartamento,ALUGAR,2589,1750,Cristal,Porto Alegre,RS,90,2,1,1,,423303,31-07-2023
Apartamento,ALUGAR,1987,1500,Santana,Porto Alegre,RS,65,2,1,1,,366550,31-07-2023
Apartamento,ALUGAR,4176,2300,Centro Histórico,Porto Alegre,RS,163,3,0,3,,334342,31-07-2023
Apartamento,ALUGAR,4807,3250,Moinhos de Vento,Porto Alegre,RS,142,3,1,2,,299564,31-07-2023
Apartamento,ALUGAR,2111,1500,Independencia,Porto Alegre,RS,69,1,1,2,,229795,31-07-2023
Apartamento,ALUGAR,5589,4800,Mont Serrat,Porto Alegre,RS,136,3,2,2,A|u|x|i| |P|l|u|s,397063,31-07-2023
Apartamento,ALUGAR,1734,1290,Humaitá,Porto Alegre,RS,70,2,1,1,,236995,31-07-2023
Apartamento,ALUGAR,1190,595,Jardim Botânico,Porto Alegre,RS,42,1,0,1,,418213,31-07-2023
Casa,ALUGAR,3000,1500,Nonoai,Porto Alegre,RS,200,3,1,3,,375232,31-07-2023
Apartamento,ALUGAR,700,350,Santa Maria Goretti,Porto Alegre,RS,61,1,0,1,,342431,31-07-2023
Apartamento,ALUGAR,700,350,Santa Maria Goretti,Porto Alegre,RS,60,1,0,1,,342554,31-07-2023
Apartamento,ALUGAR,1200,600,Santo Antonio,Porto Alegre,RS,51,1,1,1,,227298,31-07-2023
Apartamento,ALUGAR,900,630,Vila Ipiranga,Porto Alegre,RS,55,1,0,2,,359471,31-07-2023
Apartamento,ALUGAR,550,385,Parque Santa Fé,Porto Alegre,RS,43,1,0,2,,310361,31-07-2023
Apartamento,ALUGAR,900,720,Floresta,Porto Alegre,RS,35,1,0,1,,273391,31-07-2023
Apartamento,ALUGAR,1100,990,Centro Histórico,Porto Alegre,RS,30,1,0,1,,418395,31-07-2023
Apartamento,ALUGAR,1800,1620,Partenon,Porto Alegre,RS,61,2,1,1,,413931,31-07-2023
Apartamento,ALUGAR,2350,2115,Jardim Botânico,Porto Alegre,RS,50,1,1,2,,416412,31-07-2023
Apartamento,ALUGAR,2200,1980,Jardim Botânico,Porto Alegre,RS,50,1,1,1,,416861,31-07-2023
Apartamento,ALUGAR,1600,1440,Rio Branco,Porto Alegre,RS,60,2,1,1,,402081,31-07-2023
Apartamento,ALUGAR,4500,4050,Petrópolis,Porto Alegre,RS,120,3,1,1,M|o|b|i|l|i|a|d|o,400828,31-07-2023
Apartamento,ALUGAR,990,891,Cidade Baixa,Porto Alegre,RS,31,1,0,1,,305003,31-07-2023
Apartamento,ALUGAR,1090,900,São Geraldo,Porto Alegre,RS,29,1,0,1,,415040,31-07-2023
Casa em Condomínio,ALUGAR,5515,5300,Tristeza,Porto Alegre,RS,139,3,2,3,,428956,31-07-2023
Apartamento,ALUGAR,2500,2000,Tristeza,Porto Alegre,RS,54,1,1,1,,417800,31-07-2023
Casa em Condomínio,ALUGAR,3711,3400,Santa Tereza,Porto Alegre,RS,101,3,2,1,,417563,31-07-2023
Apartamento,ALUGAR,4882,3500,Passo da Areia,Porto Alegre,RS,82,3,1,3,,400646,31-07-2023
Casa,ALUGAR,8651,8000,Chácara das Pedras,Porto Alegre,RS,259,3,3,2,,391879,31-07-2023
Cobertura,ALUGAR,19250,15000,Jardim Botânico,Porto Alegre,RS,370,4,3,7,M|o|b|i|l|i|a|d|o,391959,31-07-2023
Apartamento,ALUGAR,990,700,Morro Santana,Porto Alegre,RS,40,2,1,1,,393056,31-07-2023
Apartamento,ALUGAR,1715,1400,Vila Ipiranga,Porto Alegre,RS,58,2,1,1,,417301,31-07-2023
Cobertura,ALUGAR,6000,5400,Bela Vista,Porto Alegre,RS,237,3,2,3,,385755,31-07-2023
Apartamento,ALUGAR,1705,1200,Centro Histórico,Porto Alegre,RS,42,1,0,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s|E|x|c|l|u|s|i|v|o,330735,31-07-2023
Apartamento,ALUGAR,1760,1400,Jardim Leopoldina,Porto Alegre,RS,49,2,1,1,E|x|c|l|u|s|i|v|o,408826,31-07-2023
Apartamento,ALUGAR,1746,1500,Petrópolis,Porto Alegre,RS,47,1,1,1,E|x|c|l|u|s|i|v|o,401095,31-07-2023
Apartamento,ALUGAR,2625,2200,Aberta dos Morros,Porto Alegre,RS,54,2,1,3,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,361175,31-07-2023
Apartamento,ALUGAR,2142,1700,Floresta,Porto Alegre,RS,65,1,0,1,E|x|c|l|u|s|i|v|o,373943,31-07-2023
Apartamento,ALUGAR,10472,8000,Três Figueiras,Porto Alegre,RS,121,3,2,2,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,323386,31-07-2023
Apartamento,ALUGAR,1250,1100,Azenha,Porto Alegre,RS,38,1,0,1,E|x|c|l|u|s|i|v|o,310154,31-07-2023
Apartamento,ALUGAR,3461,2650,Chácara das Pedras,Porto Alegre,RS,73,2,1,1,E|x|c|l|u|s|i|v|o,326044,31-07-2023
Apartamento,ALUGAR,3355,2650,Centro Histórico,Porto Alegre,RS,76,2,0,2,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,297692,31-07-2023
Apartamento,ALUGAR,4038,3500,Petrópolis,Porto Alegre,RS,49,1,1,1,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,241047,31-07-2023
Apartamento,ALUGAR,2304,1900,Menino Deus,Porto Alegre,RS,81,2,1,1,E|x|c|l|u|s|i|v|o,423962,31-07-2023
Apartamento,ALUGAR,1594,1200,Centro Histórico,Porto Alegre,RS,38,1,0,1,E|x|c|l|u|s|i|v|o,431629,31-07-2023
Casa em Condomínio,ALUGAR,3501,2650,Mario Quintana,Porto Alegre,RS,306,3,0,1,E|x|c|l|u|s|i|v|o,430129,31-07-2023
Apartamento,ALUGAR,1719,1200,Tristeza,Porto Alegre,RS,40,1,1,1,E|x|c|l|u|s|i|v|o,428781,31-07-2023
Apartamento,ALUGAR,3446,2800,Petrópolis,Porto Alegre,RS,75,2,1,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s|E|x|c|l|u|s|i|v|o,432000,31-07-2023
Apartamento,ALUGAR,2052,1550,Partenon,Porto Alegre,RS,51,2,1,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s|E|x|c|l|u|s|i|v|o,432079,31-07-2023
Apartamento,ALUGAR,3968,3000,Jardim Botânico,Porto Alegre,RS,50,2,0,2,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s|E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,432642,31-07-2023
Apartamento,ALUGAR,4485,3200,Petrópolis,Porto Alegre,RS,40,1,0,1,E|x|c|l|u|s|i|v|o,419388,31-07-2023
Casa,ALUGAR,2990,2700,Cascata,Porto Alegre,RS,132,2,0,1,E|x|c|l|u|s|i|v|o,418116,31-07-2023
Apartamento,ALUGAR,5525,3500,Boa Vista,Porto Alegre,RS,70,3,1,2,E|x|c|l|u|s|i|v|o,418171,31-07-2023
Apartamento,ALUGAR,1290,900,Mario Quintana,Porto Alegre,RS,40,2,1,1,E|x|c|l|u|s|i|v|o,421318,31-07-2023
Apartamento,ALUGAR,1773,1300,Azenha,Porto Alegre,RS,52,2,0,1,E|x|c|l|u|s|i|v|o,422139,31-07-2023
Apartamento,ALUGAR,1934,1500,Sarandi,Porto Alegre,RS,40,2,1,1,E|x|c|l|u|s|i|v|o,418754,31-07-2023
Apartamento,ALUGAR,1902,900,Restinga,Porto Alegre,RS,46,2,0,1,E|x|c|l|u|s|i|v|o,422518,31-07-2023
Cobertura,ALUGAR,4544,4000,Jardim Botânico,Porto Alegre,RS,182,2,1,3,E|x|c|l|u|s|i|v|o,422643,31-07-2023
Apartamento,ALUGAR,1594,1220,Jardim Sabará,Porto Alegre,RS,57,2,0,1,E|x|c|l|u|s|i|v|o,417842,31-07-2023
Apartamento,ALUGAR,1438,1100,Cristo Redentor,Porto Alegre,RS,47,1,0,1,E|x|c|l|u|s|i|v|o,410732,31-07-2023
Apartamento,ALUGAR,1110,850,Rubem Berta,Porto Alegre,RS,40,2,0,1,E|x|c|l|u|s|i|v|o,410817,31-07-2023
Apartamento,ALUGAR,2730,2100,Menino Deus,Porto Alegre,RS,75,3,0,2,E|x|c|l|u|s|i|v|o,413381,31-07-2023
Apartamento,ALUGAR,1303,1000,Restinga,Porto Alegre,RS,41,2,1,1,E|x|c|l|u|s|i|v|o,413925,31-07-2023
Apartamento,ALUGAR,3526,2500,Partenon,Porto Alegre,RS,67,2,1,2,E|x|c|l|u|s|i|v|o,410112,31-07-2023
Apartamento,ALUGAR,4203,2900,Jardim Lindóia,Porto Alegre,RS,131,3,2,3,E|x|c|l|u|s|i|v|o,410362,31-07-2023
Apartamento,ALUGAR,976,750,Partenon,Porto Alegre,RS,24,1,0,1,E|x|c|l|u|s|i|v|o,414109,31-07-2023
Apartamento,ALUGAR,3868,3000,Centro Histórico,Porto Alegre,RS,180,3,0,2,E|x|c|l|u|s|i|v|o,414697,31-07-2023
Apartamento,ALUGAR,1518,1100,Bela Vista,Porto Alegre,RS,40,1,0,1,E|x|c|l|u|s|i|v|o,411793,31-07-2023
Apartamento,ALUGAR,2877,2300,Centro Histórico,Porto Alegre,RS,69,2,1,2,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s|E|x|c|l|u|s|i|v|o,402689,31-07-2023
Apartamento,ALUGAR,3172,2300,Medianeira,Porto Alegre,RS,60,4,1,2,E|x|c|l|u|s|i|v|o,402878,31-07-2023
Apartamento,ALUGAR,1867,1200,Centro Histórico,Porto Alegre,RS,44,1,0,1,E|x|c|l|u|s|i|v|o,403151,31-07-2023
Apartamento,ALUGAR,1186,900,Mario Quintana,Porto Alegre,RS,48,2,0,1,E|x|c|l|u|s|i|v|o,403279,31-07-2023
Apartamento,ALUGAR,2821,2500,Partenon,Porto Alegre,RS,27,1,0,1,E|x|c|l|u|s|i|v|o,403340,31-07-2023
Apartamento,ALUGAR,5722,4500,Moinhos de Vento,Porto Alegre,RS,128,3,1,2,E|x|c|l|u|s|i|v|o,404716,31-07-2023
Apartamento,ALUGAR,1061,700,Jardim Itu,Porto Alegre,RS,36,1,0,1,E|x|c|l|u|s|i|v|o,408605,31-07-2023
Apartamento,ALUGAR,991,700,Humaitá,Porto Alegre,RS,70,1,0,1,E|x|c|l|u|s|i|v|o,401584,31-07-2023
Apartamento,ALUGAR,3004,2500,Jardim Lindóia,Porto Alegre,RS,52,2,1,2,E|x|c|l|u|s|i|v|o,401597,31-07-2023
Apartamento,ALUGAR,1412,1000,Cavalhada,Porto Alegre,RS,61,3,0,1,E|x|c|l|u|s|i|v|o,400622,31-07-2023
Apartamento,ALUGAR,1323,1000,Morro Santana,Porto Alegre,RS,44,2,0,1,E|x|c|l|u|s|i|v|o,400769,31-07-2023
Apartamento,ALUGAR,1419,1000,Partenon,Porto Alegre,RS,46,1,0,1,E|x|c|l|u|s|i|v|o,401271,31-07-2023
Apartamento,ALUGAR,2008,1500,Medianeira,Porto Alegre,RS,62,2,1,1,E|x|c|l|u|s|i|v|o,409230,31-07-2023
Apartamento,ALUGAR,1445,1150,Farroupilha,Porto Alegre,RS,32,1,0,1,E|x|c|l|u|s|i|v|o,390357,31-07-2023
Apartamento,ALUGAR,3140,2700,Azenha,Porto Alegre,RS,41,1,1,1,E|x|c|l|u|s|i|v|o,391412,31-07-2023
Apartamento,ALUGAR,2453,1690,Partenon,Porto Alegre,RS,76,2,1,1,E|x|c|l|u|s|i|v|o,387244,31-07-2023
Apartamento,ALUGAR,2018,1700,Floresta,Porto Alegre,RS,47,1,0,1,E|x|c|l|u|s|i|v|o,388512,31-07-2023
Apartamento,ALUGAR,1372,1000,Restinga,Porto Alegre,RS,45,2,1,1,E|x|c|l|u|s|i|v|o,388566,31-07-2023
Apartamento,ALUGAR,1957,1600,Menino Deus,Porto Alegre,RS,61,2,0,1,E|x|c|l|u|s|i|v|o,388713,31-07-2023
Apartamento,ALUGAR,1050,700,Lomba do Pinheiro,Porto Alegre,RS,40,2,0,1,E|x|c|l|u|s|i|v|o,377539,31-07-2023
Apartamento,ALUGAR,1297,1000,Farroupilha,Porto Alegre,RS,25,1,0,1,E|x|c|l|u|s|i|v|o,378057,31-07-2023
Apartamento,ALUGAR,1589,1200,Centro Histórico,Porto Alegre,RS,75,2,0,2,E|x|c|l|u|s|i|v|o,389822,31-07-2023
Apartamento,ALUGAR,1113,800,Restinga,Porto Alegre,RS,42,2,1,1,E|x|c|l|u|s|i|v|o,389927,31-07-2023
Apartamento,ALUGAR,1881,1500,Jardim Itu,Porto Alegre,RS,50,2,1,1,E|x|c|l|u|s|i|v|o,390281,31-07-2023
Cobertura,ALUGAR,4802,3800,Centro Histórico,Porto Alegre,RS,108,2,1,2,E|x|c|l|u|s|i|v|o,390286,31-07-2023
Apartamento,ALUGAR,1922,1700,Coronel Aparício Borges,Porto Alegre,RS,69,2,0,1,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,393190,31-07-2023
Apartamento,ALUGAR,1228,1000,Independência,Porto Alegre,RS,37,1,0,1,A|L|U|G|A| |R|Á|P|I|D|O| |s|e|m| |F|i|a|d|o|r| |o|u| |G|a|r|a|n|t|i|a|s|E|x|c|l|u|s|i|v|o,381886,31-07-2023
Apartamento,ALUGAR,1599,1200,Independência,Porto Alegre,RS,85,3,0,1,E|x|c|l|u|s|i|v|o,383038,31-07-2023
Apartamento,ALUGAR,1016,700,Sarandi,Porto Alegre,RS,48,2,1,1,E|x|c|l|u|s|i|v|o,383300,31-07-2023
Apartamento,ALUGAR,1660,1450,Praia de Belas,Porto Alegre,RS,40,1,0,1,E|x|c|l|u|s|i|v|o,383761,31-07-2023
Apartamento,ALUGAR,1814,1500,Santa Tereza,Porto Alegre,RS,60,2,0,1,E|x|c|l|u|s|i|v|o,384002,31-07-2023
Apartamento,ALUGAR,1737,1400,Glória,Porto Alegre,RS,49,1,0,1,E|x|c|l|u|s|i|v|o,384031,31-07-2023
Apartamento,ALUGAR,1125,900,Chapéu do Sol,Porto Alegre,RS,50,2,0,1,E|x|c|l|u|s|i|v|o,384407,31-07-2023
Apartamento,ALUGAR,1389,1100,Petrópolis,Porto Alegre,RS,63,2,0,1,E|x|c|l|u|s|i|v|o,379585,31-07-2023
Apartamento,ALUGAR,1074,700,Glória,Porto Alegre,RS,45,1,0,1,E|x|c|l|u|s|i|v|o,360560,31-07-2023
Apartamento,ALUGAR,1553,1100,Floresta,Porto Alegre,RS,69,2,0,1,E|x|c|l|u|s|i|v|o,362720,31-07-2023
Apartamento,ALUGAR,3115,2300,Passo da Areia,Porto Alegre,RS,57,2,2,2,E|x|c|l|u|s|i|v|o,367633,31-07-2023
Apartamento,ALUGAR,2440,1390,Humaitá,Porto Alegre,RS,67,3,2,2,E|x|c|l|u|s|i|v|o,368003,31-07-2023
Cobertura,ALUGAR,2250,1450,Praia de Belas,Porto Alegre,RS,108,2,0,3,E|x|c|l|u|s|i|v|o,368436,31-07-2023
Apartamento,ALUGAR,1111,750,Santa Tereza,Porto Alegre,RS,45,1,0,2,E|x|c|l|u|s|i|v|o,370230,31-07-2023
Kitnet/JK,ALUGAR,1137,850,Centro Histórico,Porto Alegre,RS,21,1,0,1,E|x|c|l|u|s|i|v|o,371197,31-07-2023
Apartamento,ALUGAR,2032,1750,Centro Histórico,Porto Alegre,RS,36,1,0,2,E|x|c|l|u|s|i|v|o,371651,31-07-2023
Apartamento,ALUGAR,1289,850,Jardim Carvalho,Porto Alegre,RS,49,1,1,1,E|x|c|l|u|s|i|v|o,375463,31-07-2023
Apartamento,ALUGAR,1204,950,Centro Histórico,Porto Alegre,RS,34,1,0,1,E|x|c|l|u|s|i|v|o,375597,31-07-2023
Apartamento,ALUGAR,1483,1100,Ipanema,Porto Alegre,RS,42,2,0,1,E|x|c|l|u|s|i|v|o,375733,31-07-2023
Apartamento,ALUGAR,2050,1650,Humaitá,Porto Alegre,RS,48,2,1,1,E|x|c|l|u|s|i|v|o,375962,31-07-2023
Apartamento,ALUGAR,2487,1900,Santo Antônio,Porto Alegre,RS,69,2,1,2,E|x|c|l|u|s|i|v|o,376306,31-07-2023
Apartamento,ALUGAR,3314,2500,Mont Serrat,Porto Alegre,RS,60,2,1,1,E|x|c|l|u|s|i|v|o,376742,31-07-2023
Apartamento,ALUGAR,2100,1650,Vila São José,Porto Alegre,RS,80,2,1,1,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,359797,31-07-2023
Apartamento,ALUGAR,2021,1650,Jardim Botânico,Porto Alegre,RS,48,1,1,1,E|x|c|l|u|s|i|v|o,354447,31-07-2023
Apartamento,ALUGAR,1992,1600,Independência,Porto Alegre,RS,80,2,0,1,E|x|c|l|u|s|i|v|o,355052,31-07-2023
Apartamento,ALUGAR,881,600,Rubem Berta,Porto Alegre,RS,42,2,0,1,E|x|c|l|u|s|i|v|o,356055,31-07-2023
Apartamento,ALUGAR,1512,1200,Rio Branco,Porto Alegre,RS,50,1,0,2,E|x|c|l|u|s|i|v|o,356436,31-07-2023
Apartamento,ALUGAR,2609,1800,Teresópolis,Porto Alegre,RS,67,3,1,1,E|x|c|l|u|s|i|v|o,357119,31-07-2023
Apartamento,ALUGAR,1199,690,Centro Histórico,Porto Alegre,RS,35,1,0,2,E|x|c|l|u|s|i|v|o,364078,31-07-2023
Apartamento,ALUGAR,6205,4500,Boa Vista,Porto Alegre,RS,130,3,1,2,E|x|c|l|u|s|i|v|o,365922,31-07-2023
Apartamento,ALUGAR,1625,1350,Auxiliadora,Porto Alegre,RS,46,1,0,1,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,366335,31-07-2023
Apartamento,ALUGAR,3610,3000,Cristo Redentor,Porto Alegre,RS,70,3,1,1,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,350222,31-07-2023
Apartamento,ALUGAR,845,690,Jardim Leopoldina,Porto Alegre,RS,54,1,0,1,E|x|c|l|u|s|i|v|o,372632,31-07-2023
Apartamento,ALUGAR,5100,3000,Praia de Belas,Porto Alegre,RS,148,3,2,2,E|x|c|l|u|s|i|v|o,372729,31-07-2023
Apartamento,ALUGAR,2756,2300,Jardim Lindóia,Porto Alegre,RS,60,2,0,1,E|x|c|l|u|s|i|v|o,373857,31-07-2023
Apartamento,ALUGAR,2434,1800,Jardim Carvalho,Porto Alegre,RS,61,2,1,2,E|x|c|l|u|s|i|v|o,374146,31-07-2023
Apartamento,ALUGAR,1879,1300,Higienópolis,Porto Alegre,RS,62,1,1,1,E|x|c|l|u|s|i|v|o,374274,31-07-2023
Apartamento,ALUGAR,1403,1100,Passo da Areia,Porto Alegre,RS,46,1,0,1,E|x|c|l|u|s|i|v|o,329692,31-07-2023
Apartamento,ALUGAR,2171,1550,Vila João Pessoa,Porto Alegre,RS,60,1,1,1,E|x|c|l|u|s|i|v|o,330761,31-07-2023
Apartamento,ALUGAR,1476,1300,Menino Deus,Porto Alegre,RS,40,1,0,1,E|x|c|l|u|s|i|v|o,326050,31-07-2023
Apartamento,ALUGAR,3541,2790,Teresópolis,Porto Alegre,RS,74,3,1,2,E|x|c|l|u|s|i|v|o,326165,31-07-2023
Casa em Condomínio,ALUGAR,3616,3000,São Sebastião,Porto Alegre,RS,144,3,1,2,E|x|c|l|u|s|i|v|o,326475,31-07-2023
Kitnet/JK,ALUGAR,835,690,Menino Deus,Porto Alegre,RS,35,1,0,2,E|x|c|l|u|s|i|v|o,326612,31-07-2023
Apartamento,ALUGAR,1902,1580,Medianeira,Porto Alegre,RS,80,3,1,1,E|x|c|l|u|s|i|v|o,328455,31-07-2023
Apartamento,ALUGAR,2196,1750,Rio Branco,Porto Alegre,RS,60,2,0,2,E|x|c|l|u|s|i|v|o,328487,31-07-2023
Apartamento,ALUGAR,2643,1600,Centro Histórico,Porto Alegre,RS,35,1,0,1,E|x|c|l|u|s|i|v|o,328488,31-07-2023
Apartamento,ALUGAR,1383,850,Farroupilha,Porto Alegre,RS,47,1,0,1,E|x|c|l|u|s|i|v|o,342415,31-07-2023
Apartamento,ALUGAR,2531,1990,São Sebastião,Porto Alegre,RS,87,3,2,2,E|x|c|l|u|s|i|v|o,333174,31-07-2023
Apartamento,ALUGAR,1621,1150,Azenha,Porto Alegre,RS,60,2,0,1,E|x|c|l|u|s|i|v|o,343390,31-07-2023
Apartamento,ALUGAR,929,700,Floresta,Porto Alegre,RS,37,1,0,1,E|x|c|l|u|s|i|v|o,344296,31-07-2023
Apartamento,ALUGAR,1326,900,Partenon,Porto Alegre,RS,44,1,0,1,E|x|c|l|u|s|i|v|o,344389,31-07-2023
Apartamento,ALUGAR,1023,900,Santo Antônio,Porto Alegre,RS,40,1,0,1,E|x|c|l|u|s|i|v|o,345869,31-07-2023
Apartamento,ALUGAR,1237,950,Jardim Leopoldina,Porto Alegre,RS,56,2,0,1,E|x|c|l|u|s|i|v|o,346361,31-07-2023
Kitnet/JK,ALUGAR,1500,1300,Menino Deus,Porto Alegre,RS,35,1,0,1,E|x|c|l|u|s|i|v|o,336270,31-07-2023
Apartamento,ALUGAR,4205,3000,Santa Cecilia,Porto Alegre,RS,83,2,2,2,E|x|c|l|u|s|i|v|o,336685,31-07-2023
Apartamento,ALUGAR,3737,2990,Petrópolis,Porto Alegre,RS,40,1,0,1,E|x|c|l|u|s|i|v|o,338378,31-07-2023
Apartamento,ALUGAR,4100,3400,Petrópolis,Porto Alegre,RS,47,1,1,1,E|x|c|l|u|s|i|v|o,338571,31-07-2023
Apartamento,ALUGAR,2255,1600,Centro Histórico,Porto Alegre,RS,63,2,0,2,E|x|c|l|u|s|i|v|o,349677,31-07-2023
Apartamento,ALUGAR,2919,2300,Santana,Porto Alegre,RS,73,3,1,2,E|x|c|l|u|s|i|v|o,349877,31-07-2023
Apartamento,ALUGAR,1297,800,Sarandi,Porto Alegre,RS,60,2,1,1,E|x|c|l|u|s|i|v|o,299026,31-07-2023
Apartamento,ALUGAR,1825,1500,Centro Histórico,Porto Alegre,RS,42,1,0,1,E|x|c|l|u|s|i|v|o,299387,31-07-2023
Apartamento,ALUGAR,2311,1750,Farroupilha,Porto Alegre,RS,48,1,0,2,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,299964,31-07-2023
Apartamento,ALUGAR,3754,2490,Passo da Areia,Porto Alegre,RS,82,2,1,2,E|x|c|l|u|s|i|v|o,300974,31-07-2023
Apartamento,ALUGAR,1899,1600,Menino Deus,Porto Alegre,RS,80,2,0,1,E|x|c|l|u|s|i|v|o,301658,31-07-2023
Apartamento,ALUGAR,2679,2000,Santa Cecilia,Porto Alegre,RS,74,2,1,1,E|x|c|l|u|s|i|v|o,316234,31-07-2023
Apartamento,ALUGAR,2435,1800,Independência,Porto Alegre,RS,75,2,1,1,E|x|c|l|u|s|i|v|o,318476,31-07-2023
Apartamento,ALUGAR,1805,1300,Humaitá,Porto Alegre,RS,53,2,1,1,E|x|c|l|u|s|i|v|o,319149,31-07-2023
Apartamento,ALUGAR,4277,3100,Santana,Porto Alegre,RS,81,3,2,2,E|x|c|l|u|s|i|v|o,319193,31-07-2023
Apartamento,ALUGAR,1559,1150,Vila São José,Porto Alegre,RS,51,2,1,1,E|x|c|l|u|s|i|v|o,301684,31-07-2023
Kitnet/JK,ALUGAR,1158,900,Centro Histórico,Porto Alegre,RS,25,1,0,1,E|x|c|l|u|s|i|v|o,303948,31-07-2023
Apartamento,ALUGAR,2043,1500,Protásio Alves,Porto Alegre,RS,57,2,1,2,E|x|c|l|u|s|i|v|o,304214,31-07-2023
Apartamento,ALUGAR,1833,1600,Petrópolis,Porto Alegre,RS,71,1,1,1,E|x|c|l|u|s|i|v|o,305549,31-07-2023
Apartamento,ALUGAR,1871,1500,Independência,Porto Alegre,RS,66,1,0,2,E|x|c|l|u|s|i|v|o,308371,31-07-2023
Apartamento,ALUGAR,1467,1200,Medianeira,Porto Alegre,RS,51,2,0,1,E|x|c|l|u|s|i|v|o,308533,31-07-2023
Apartamento,ALUGAR,4164,3500,Bela Vista,Porto Alegre,RS,61,1,1,2,E|x|c|l|u|s|i|v|o,309257,31-07-2023
Apartamento,ALUGAR,1374,1100,Santa Maria Goretti,Porto Alegre,RS,50,2,0,1,E|x|c|l|u|s|i|v|o,309985,31-07-2023
Apartamento,ALUGAR,1776,1490,Centro Histórico,Porto Alegre,RS,24,1,0,1,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,296116,31-07-2023
Apartamento,ALUGAR,2128,1550,Sarandi,Porto Alegre,RS,55,2,1,1,E|x|c|l|u|s|i|v|o,298054,31-07-2023
Apartamento,ALUGAR,1308,1100,Vila São José,Porto Alegre,RS,56,2,0,1,E|x|c|l|u|s|i|v|o,298545,31-07-2023
Kitnet/JK,ALUGAR,1751,1500,Passo da Areia,Porto Alegre,RS,31,1,1,1,E|x|c|l|u|s|i|v|o,298657,31-07-2023
Apartamento,ALUGAR,3364,2600,Vila Ipiranga,Porto Alegre,RS,83,3,1,2,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,324314,31-07-2023
Apartamento,ALUGAR,1432,990,Santo Antônio,Porto Alegre,RS,56,2,0,1,E|x|c|l|u|s|i|v|o,324674,31-07-2023
Apartamento,ALUGAR,2312,1700,Santana,Porto Alegre,RS,65,2,1,1,E|x|c|l|u|s|i|v|o,324709,31-07-2023
Apartamento,ALUGAR,3659,2350,Centro Histórico,Porto Alegre,RS,90,3,1,3,E|x|c|l|u|s|i|v|o|M|o|b|i|l|i|a|d|o,325799,31-07-2023
Apartamento,ALUGAR,2854,2250,Jardim Botânico,Porto Alegre,RS,38,1,1,1,E|x|c|l|u|s|i|v|o,320097,31-07-2023
Apartamento,ALUGAR,2309,1800,Partenon,Porto Alegre,RS,60,2,1,1,E|x|c|l|u|s|i|v|o,320367,31-07-2023
Apartamento,ALUGAR,1365,1100,Cristo Redentor,Porto Alegre,RS,66,2,0,1,E|x|c|l|u|s|i|v|o,310426,31-07-2023
Apartamento,ALUGAR,1343,1100,Higienópolis,Porto Alegre,RS,45,1,0,1,E|x|c|l|u|s|i|v|o,311409,31-07-2023
Apartamento,ALUGAR,3499,2900,Menino Deus,Porto Alegre,RS,114,3,1,2,E|x|c|l|u|s|i|v|o,306576,31-07-2023
Apartamento,ALUGAR,1796,1450,Jardim Sao Pedro,Porto Alegre,RS,54,2,1,1,E|x|c|l|u|s|i|v|o,280010,31-07-2023
Apartamento,ALUGAR,3936,2600,Partenon,Porto Alegre,RS,96,3,2,2,E|x|c|l|u|s|i|v|o,282463,31-07-2023
